ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh,baseline
NVTK,1,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.011034661066463709,0.9999999999990905,zero
NVTK,2,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.008134366133484974,0.9999999999990905,zero
NVTK,3,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.012598934999727487,0.9999999999990905,zero
NVTK,5,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.00901383286714573,0.9999999999990905,zero
TATN,1,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.009033840156612977,0.9999999999990905,zero
TATN,2,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.00795883169077583,0.9999999999990905,zero
TATN,3,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.010266332268631006,0.9999999999990905,zero
TATN,5,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.007589825784142764,0.9999999999990905,zero
GMKN,1,40,0.1,0.9999999902674972,0.03957888759557486,0.23052074380473897,,,0.0,0.1,0.010331247776318279,0.9999999999990905,zero
GMKN,2,40,0.125,0.9999999071487764,0.05459419773541284,0.26112420670238146,,,0.0,0.125,0.012273573570931343,0.9999999999990905,zero
GMKN,3,40,0.1,0.9999999902674972,0.03957888759557486,0.23052074380473897,,,0.0,0.1,0.011766498674798728,0.9999999999990905,zero
GMKN,5,40,0.125,0.9999999071487764,0.05459419773541284,0.26112420670238146,,,0.0,0.125,0.011943728242306436,0.9999999999990905,zero
PLZL,1,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.017740700972997063,0.9999999999990905,zero
PLZL,2,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.01538789730631462,0.9999999999990905,zero
PLZL,3,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.01903456341298934,0.9999999999990905,zero
PLZL,5,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.015297436906142487,0.9999999999990905,zero
MAGN,1,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.010452285516383424,0.9999999999990905,zero
MAGN,2,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.012145808471075697,0.9999999999990905,zero
MAGN,3,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.011889238095356162,0.9999999999990905,zero
MAGN,5,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.012753605000156201,0.9999999999990905,zero
NLMK,1,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.015726439087805587,0.9999999999990905,zero
NLMK,2,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.011146647172891414,0.9999999999990905,zero
NLMK,3,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.016277306600859083,0.9999999999990905,zero
NLMK,5,40,0.075,0.9999999992533048,0.025835556771858226,0.19864530159097524,,,0.0,0.075,0.011306504254808072,0.9999999999990905,zero
MOEX,1,40,0.025,0.9999999999990905,0.0044267174077949195,0.1288165948800778,,,0.0,0.025,0.009588999932246978,0.9999999999990905,zero
MOEX,2,40,0.1,0.9999999902674972,0.03957888759557486,0.23052074380473897,,,0.0,0.1,0.008499534494256458,0.9999999999990905,zero
MOEX,3,40,0.05,0.9999999999627107,0.013820377146101098,0.165041708179252,,,0.0,0.05,0.010503830488713681,0.9999999999990905,zero
